activity_description_id,indicator_id,indicator_name
prevención_en_otros_temas,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
promoción_de_derechos,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
vbg,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
fortalecimiento_de_instituciones_para_la_prevención_y_atención_de_vbg_a_mujeres_y_niñas,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
asistencia_técnica_a_instituciones,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
prevención_en_reclutamiento_de_menores,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
incidencia_con_instituciones,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
fortalecimiento_comunitario_y_de_los_sistemas_de_alertas_tempranas_ante_riesgos_de_desastres_naturales,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
cash_multipropósito_,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
formulación__de_planes_mecanismos__comunitarios_de_protección_,#_de_nnaj_mujeres_y_hombres_que_se_benefician__de_las_acciones_de_prevención_en_comunidades_en_riesgo,"# de NNAJ, mujeres y hombres que se benefician  de las acciones de prevención en comunidades en riesgo"
entrega_de_ayudas_para_transporte_,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
espacios_de_protectores_de_cuidado_en_emergencias,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
entrega_bonos_de_arriendo,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
lugares_transitorios_de_acogimiento_,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
primeros_auxilios_psicológicos,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
activación_de_mecanismos_de_protección_en_emergencia,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
brindar_información_y_orientación_en_acceso_a_derechos,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
acompañamiento_en_el_acceso_a_rutas_de_atención_en_emergencias,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
asistencia_en_acceso_a_derechos,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
mesas_técnicas_de_confinamiento_interinstitucionales,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
erp,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
otros,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
mira,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
asistencia_técnica_a_funcionarios,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_de_soluciones_duraderas_con_un_enfoque_de_protección,"# NNAJ, mujeres y hombres que se benefician de la respuesta de soluciones duraderas con un enfoque de protección"
fortalecimiento_capacidad_instalada,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_de_soluciones_duraderas_con_un_enfoque_de_protección,"# NNAJ, mujeres y hombres que se benefician de la respuesta de soluciones duraderas con un enfoque de protección"
flash_update,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_en_emergencia_a_situación_de_desplazamiento_confinamiento_y_o_afectados_por_emergencias_recurrentes_,"# NNAJ, mujeres y hombres que se benefician de la respuesta en emergencia a situación de desplazamiento, confinamiento y/o afectados por emergencias recurrentes "
incidencia_técnica_con_instituciones,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_de_soluciones_duraderas_con_un_enfoque_de_protección,"# NNAJ, mujeres y hombres que se benefician de la respuesta de soluciones duraderas con un enfoque de protección"
implementación_de_pdts,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_de_soluciones_duraderas_con_un_enfoque_de_protección,"# NNAJ, mujeres y hombres que se benefician de la respuesta de soluciones duraderas con un enfoque de protección"
construcción_de_infraestructuras_comunitarias_,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_de_soluciones_duraderas_con_un_enfoque_de_protección,"# NNAJ, mujeres y hombres que se benefician de la respuesta de soluciones duraderas con un enfoque de protección"
fortalecimiento_de_mesas_de_participación__para_víctimas,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_de_soluciones_duraderas_con_un_enfoque_de_protección,"# NNAJ, mujeres y hombres que se benefician de la respuesta de soluciones duraderas con un enfoque de protección"
desarrollo_y_fortalecimiento_de_acciones_paz,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_de_soluciones_duraderas_con_un_enfoque_de_protección,"# NNAJ, mujeres y hombres que se benefician de la respuesta de soluciones duraderas con un enfoque de protección"
fortalecimiento_de_organizaciones_de_mujeres_de_la_sociedad_civil,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_de_soluciones_duraderas_con_un_enfoque_de_protección,"# NNAJ, mujeres y hombres que se benefician de la respuesta de soluciones duraderas con un enfoque de protección"
asistencia_integral_a_víctimas_map_-muse_aei,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_de_soluciones_duraderas_con_un_enfoque_de_protección,"# NNAJ, mujeres y hombres que se benefician de la respuesta de soluciones duraderas con un enfoque de protección"
vinculación_de_participantes_en_oferta_institucional,#_nnaj_mujeres_y_hombres_que_se_benefician_de_medidas_de_protección_frente_a_hechos_victimizantes_específicos,"# NNAJ, mujeres y hombres que se benefician de medidas de protección frente a hechos victimizantes específicos"
información_orientación_y_asistencia_legal_en_soluciones_duraderas,#_nnaj_mujeres_y_hombres_que_se_benefician_de_la_respuesta_de_soluciones_duraderas_con_un_enfoque_de_protección,"# NNAJ, mujeres y hombres que se benefician de la respuesta de soluciones duraderas con un enfoque de protección"
apoyo_psicosocial,#_nnaj_mujeres_y_hombres_que_se_benefician_de_medidas_de_protección_frente_a_hechos_victimizantes_específicos,"# NNAJ, mujeres y hombres que se benefician de medidas de protección frente a hechos victimizantes específicos"
atención__asistencia_jurídica,#_nnaj_mujeres_y_hombres_que_se_benefician_de_medidas_de_protección_frente_a_hechos_victimizantes_específicos,"# NNAJ, mujeres y hombres que se benefician de medidas de protección frente a hechos victimizantes específicos"
acceso_a_rutas_de_atención,#_nnaj_mujeres_y_hombres_que_se_benefician_de_medidas_de_protección_frente_a_hechos_victimizantes_específicos,"# NNAJ, mujeres y hombres que se benefician de medidas de protección frente a hechos victimizantes específicos"
guía_y_acompañamiento_asistencia__integral_a_víctimas_map_muse_aei,#_nnaj_mujeres_y_hombres_que_se_benefician_de_medidas_de_protección_frente_a_hechos_victimizantes_específicos,"# NNAJ, mujeres y hombres que se benefician de medidas de protección frente a hechos victimizantes específicos"
detección_y_referenciación_de_casos,#_nnaj_mujeres_y_hombres_que_se_benefician_de_medidas_de_protección_frente_a_hechos_victimizantes_específicos,"# NNAJ, mujeres y hombres que se benefician de medidas de protección frente a hechos victimizantes específicos"
protección_infantil,#_nnaj_mujeres_y_hombres_que_se_benefician_de_medidas_de_protección_frente_a_hechos_victimizantes_específicos,"# NNAJ, mujeres y hombres que se benefician de medidas de protección frente a hechos victimizantes específicos"
otros_temas,#_nnaj_mujeres_y_hombres_que_se_benefician_de_medidas_de_protección_frente_a_hechos_victimizantes_específicos,"# NNAJ, mujeres y hombres que se benefician de medidas de protección frente a hechos victimizantes específicos"
